timestamp,method,feature,time,status
"2023-04-19 12:53:12.927","GET","/any/course/list","128","200 OK"
"2023-04-19 12:53:24.789","GET","/any/course/show","22","200 OK"
"2023-04-19 12:53:24.973","GET","/any/course/show","17","200 OK"
"2023-04-19 12:53:41.986","GET","/any/course/show","19","200 OK"
"2023-04-19 12:53:45.902","GET","/any/course/show","16","200 OK"
"2023-04-19 12:53:57.563","GET","/any/course/show","22","200 OK"
"2023-04-19 12:56:41.162","GET","/any/course/show","21","200 OK"
"2023-04-19 12:56:51.057","GET","/any/course/show","20","200 OK"
"2023-04-19 12:57:29.156","GET","/any/course/show","20","200 OK"
"2023-04-19 12:57:36.658","GET","/any/course/list","35","200 OK"
"2023-04-19 12:57:38.158","GET","/any/course/show","16","200 OK"
"2023-04-19 12:57:38.341","GET","/any/course/show","33","200 OK"
"2023-04-19 12:58:00.913","GET","/any/course/list","29","200 OK"
"2023-04-19 12:58:03.045","GET","/any/course/show","9","200 OK"
"2023-04-19 12:58:03.217","GET","/any/course/show","14","200 OK"
"2023-04-19 12:58:04.653","GET","/authenticated/practicum/list","14","200 OK"
"2023-04-19 12:58:15.613","GET","/any/course/show","11","200 OK"
"2023-04-19 12:58:18.02","GET","/any/course/list","16","200 OK"
"2023-04-19 12:58:19.423","GET","/any/course/show","10","200 OK"
"2023-04-19 12:58:19.636","GET","/any/course/show","12","200 OK"
"2023-04-19 12:58:21.302","GET","/authenticated/practicum/list","45","200 OK"
"2023-04-19 12:58:23.906","GET","/authenticated/practicum/show","33","200 OK"
"2023-04-19 12:58:24.077","GET","/authenticated/practicum/show","32","200 OK"
