timestamp,method,feature,time,status
"2023-04-20 18:01:32.535","GET","/company/practicum/list","142","200 OK"
"2023-04-20 18:01:43.818","GET","/company/practicum/show","60","200 OK"
"2023-04-20 18:01:44.018","GET","/company/practicum/show","46","200 OK"
"2023-04-20 18:02:27.79","GET","/company/practicum/list","23","200 OK"
"2023-04-20 18:02:29.898","GET","/company/practicum/show","34","200 OK"
"2023-04-20 18:02:30.043","GET","/company/practicum/show","40","200 OK"
"2023-04-20 18:02:32.603","POST","/company/practicum/delete","106","200 OK"
"2023-04-20 18:02:33.354","GET","/company/practicum/list","13","200 OK"
"2023-04-20 18:02:35.88","GET","/company/practicum/create","29","200 OK"
"2023-04-20 18:04:03.512","POST","/company/practicum/create","246","200 OK"
"2023-04-20 18:04:08.843","POST","/company/practicum/create","62","200 OK"
"2023-04-20 18:04:09.498","GET","/company/practicum/list","31","200 OK"
"2023-04-20 18:04:11.717","GET","/company/practicum/show","24","200 OK"
"2023-04-20 18:04:14.886","POST","/company/practicum/update","62","200 OK"
"2023-04-20 18:04:15.41","GET","/company/practicum/list","25","200 OK"
"2023-04-20 18:04:18.906","GET","/company/practicum/show","29","200 OK"
"2023-04-20 18:04:19.12","GET","/company/practicum/show","32","200 OK"
"2023-04-20 18:04:34.58","POST","/company/practicum/update","36","200 OK"
"2023-04-20 18:04:35.118","GET","/company/practicum/list","20","200 OK"
"2023-04-20 18:04:40.73","GET","/company/practicum/show","22","200 OK"
"2023-04-20 18:04:40.923","GET","/company/practicum/show","27","200 OK"
"2023-04-20 18:04:47.562","POST","/company/practicum/update","37","200 OK"
"2023-04-20 18:04:54.807","POST","/company/practicum/update","34","200 OK"
"2023-04-20 18:04:55.278","GET","/company/practicum/list","21","200 OK"
"2023-04-20 18:05:02.637","GET","/company/practicum/show","30","200 OK"
"2023-04-20 18:05:02.813","GET","/company/practicum/show","26","200 OK"
"2023-04-20 18:05:04.934","GET","/company/practicum/list","16","200 OK"
"2023-04-20 18:05:06.428","GET","/company/practicum/create","17","200 OK"
"2023-04-20 18:05:21.276","POST","/company/practicum/create","26","200 OK"
"2023-04-20 18:05:21.782","GET","/company/practicum/list","30","200 OK"
"2023-04-20 18:05:26.861","GET","/company/practicum/show","20","200 OK"
"2023-04-20 18:05:27.026","GET","/company/practicum/show","24","200 OK"
"2023-04-20 18:05:32.69","GET","/company/practicum/list","15","200 OK"
"2023-04-20 18:05:34.256","GET","/company/practicum/show","20","200 OK"
"2023-04-20 18:05:34.432","GET","/company/practicum/show","22","200 OK"
"2023-04-20 18:05:36.91","POST","/company/practicum/publish","36","200 OK"
"2023-04-20 18:05:37.454","GET","/company/practicum/list","31","200 OK"
"2023-04-20 18:05:40.526","GET","/company/practicum/show","19","200 OK"
"2023-04-20 18:05:40.707","GET","/company/practicum/show","20","200 OK"
