timestamp,method,feature,time,status
"2023-04-21 03:39:20.927","GET","/company/practicum-session/create-addendum","157","200 OK"
"2023-04-21 03:40:01.307","GET","/company/practicum-session/create-addendum","26","200 OK"
"2023-04-21 03:40:20.4","GET","/company/practicum-session/create-addendum","46","200 OK"
"2023-04-21 03:40:38.004","POST","/company/practicum-session/create-addendum","160","500 INTERNAL_SERVER_ERROR"
"2023-04-21 03:40:44.072","GET","/company/practicum-session/create-addendum","13","200 OK"
"2023-04-21 03:40:46.873","GET","/company/practicum/list","32","200 OK"
"2023-04-21 03:40:50.177","GET","/company/practicum/create","31","200 OK"
"2023-04-21 03:40:57.152","GET","/company/practicum/list","18","200 OK"
"2023-04-21 03:40:59.019","GET","/company/practicum/show","33","200 OK"
"2023-04-21 03:41:00.572","GET","/company/practicum-session/list","18","200 OK"
"2023-04-21 03:41:06.556","GET","/company/practicum-session/create","22","200 OK"
"2023-04-21 03:41:20.324","POST","/company/practicum-session/create","139","200 OK"
"2023-04-21 03:41:21.183","GET","/company/practicum-session/list","31","200 OK"
"2023-04-21 03:41:27.424","GET","/company/practicum-session/show","19","200 OK"
"2023-04-21 03:41:27.588","GET","/company/practicum-session/show","22","200 OK"
"2023-04-21 03:41:31.123","POST","/company/practicum-session/delete","42","200 OK"
"2023-04-21 03:41:31.514","GET","/company/practicum-session/list","27","200 OK"
"2023-04-21 03:41:34.676","GET","/company/practicum-session/create-addendum","10","200 OK"
"2023-04-21 03:41:49.166","POST","/company/practicum-session/create-addendum","23","200 OK"
"2023-04-21 03:41:59.821","POST","/company/practicum-session/create-addendum","23","200 OK"
"2023-04-21 03:43:03.084","POST","/company/practicum-session/create-addendum","23","200 OK"
"2023-04-21 03:43:35.765","POST","/company/practicum-session/create-addendum","30","200 OK"
"2023-04-21 03:43:54.612","POST","/company/practicum-session/create-addendum","24","200 OK"
"2023-04-21 03:44:24.532","POST","/company/practicum-session/create-addendum","22","200 OK"
"2023-04-21 03:44:37.865","GET","/company/practicum/list","18","200 OK"
"2023-04-21 03:44:39.709","GET","/company/practicum/create","17","200 OK"
"2023-04-21 03:44:41.445","GET","/company/practicum-session/list","6","500 INTERNAL_SERVER_ERROR"
"2023-04-21 03:44:43.879","GET","/company/practicum/create","19","200 OK"
"2023-04-21 03:45:28.397","GET","/company/practicum/list","14","200 OK"
"2023-04-21 03:45:30.455","GET","/company/practicum/create","18","200 OK"
"2023-04-21 03:45:33.903","GET","/company/practicum/list","15","200 OK"
"2023-04-21 03:45:35.399","GET","/company/practicum/show","21","200 OK"
"2023-04-21 03:45:39.339","GET","/company/practicum/list","17","200 OK"
"2023-04-21 03:45:40.642","GET","/company/practicum/show","22","200 OK"
"2023-04-21 03:45:43.333","GET","/company/practicum/list","15","200 OK"
"2023-04-21 03:46:56.464","GET","/company/practicum/list","19","200 OK"
"2023-04-21 03:47:01.726","GET","/company/practicum/create","18","200 OK"
"2023-04-21 03:47:03.998","GET","/company/practicum/list","14","200 OK"
"2023-04-21 03:49:21.084","GET","/company/practicum/list","16","200 OK"
"2023-04-21 03:49:23.004","GET","/company/practicum/create","19","200 OK"
"2023-04-21 03:52:19.515","GET","/company/practicum/list","18","200 OK"
"2023-04-21 03:52:21.654","GET","/company/practicum/create","18","200 OK"
"2023-04-21 03:53:58.713","GET","/company/practicum/list","18","200 OK"
"2023-04-21 03:54:01.066","GET","/company/practicum/list","22","200 OK"
"2023-04-21 03:54:02.71","GET","/company/practicum/create","20","200 OK"
"2023-04-21 03:54:33.158","GET","/company/practicum/list","20","200 OK"
"2023-04-21 03:54:35.655","GET","/company/practicum/list","19","200 OK"
"2023-04-21 03:54:37.377","GET","/company/practicum/create","19","200 OK"
"2023-04-21 03:54:39.567","GET","/company/practicum/list","17","200 OK"
"2023-04-21 03:54:41.131","GET","/company/practicum/show","17","200 OK"
"2023-04-21 03:54:42.551","GET","/company/practicum/list","17","200 OK"
"2023-04-21 03:54:52.189","GET","/company/practicum/list","19","200 OK"
"2023-04-21 03:54:53.845","GET","/company/practicum/create","17","200 OK"
"2023-04-21 03:54:57.357","GET","/company/practicum/list","15","200 OK"
"2023-04-21 03:55:51.081","GET","/company/practicum/create","16","200 OK"
"2023-04-21 03:55:54.697","GET","/company/practicum/list","15","200 OK"
"2023-04-21 03:55:56.37","GET","/company/practicum/show","18","200 OK"
"2023-04-21 03:55:59.959","GET","/company/practicum/list","16","200 OK"
"2023-04-21 03:56:01.233","GET","/company/practicum/show","17","200 OK"
"2023-04-21 03:56:25.543","GET","/company/practicum/show","31","200 OK"
"2023-04-21 03:56:28.45","GET","/company/practicum-session/list","13","200 OK"
"2023-04-21 03:56:32.945","GET","/company/practicum/show","21","200 OK"
"2023-04-21 03:56:34.809","GET","/company/practicum/list","17","200 OK"
"2023-04-21 03:57:08.571","GET","/company/practicum/create","17","200 OK"
"2023-04-21 03:57:11.586","GET","/company/practicum/list","14","200 OK"
"2023-04-21 03:57:13.347","GET","/company/practicum/show","23","200 OK"
"2023-04-21 03:57:15.382","GET","/company/practicum/list","22","200 OK"
"2023-04-21 03:57:16.793","GET","/company/practicum/show","19","200 OK"
"2023-04-21 03:57:18.407","GET","/company/practicum/list","15","200 OK"
"2023-04-21 03:57:24.344","GET","/company/practicum/show","19","200 OK"
"2023-04-21 03:57:26.259","GET","/company/practicum-session/list","12","200 OK"
"2023-04-21 03:57:29.191","GET","/company/practicum/show","22","200 OK"
"2023-04-21 03:57:31.515","GET","/company/practicum/list","15","200 OK"
"2023-04-21 03:57:32.945","GET","/company/practicum/show","19","200 OK"
"2023-04-21 03:57:38.406","GET","/company/practicum/list","12","200 OK"
"2023-04-21 03:57:44.387","GET","/company/practicum/create","14","200 OK"
"2023-04-21 03:57:46.317","GET","/company/practicum/list","13","200 OK"
"2023-04-21 03:58:15.365","GET","/company/company-dashboard/show","51","200 OK"
"2023-04-21 03:58:20.46","GET","/company/practicum/list","16","200 OK"
"2023-04-21 03:58:34.854","GET","/company/practicum/list","15","200 OK"
"2023-04-21 03:58:36.521","GET","/company/practicum/create","17","200 OK"
"2023-04-21 03:58:38.503","GET","/company/practicum/list","14","200 OK"
"2023-04-21 03:58:39.76","GET","/company/practicum/show","21","200 OK"
"2023-04-21 03:58:41.805","GET","/company/practicum-session/list","10","200 OK"
"2023-04-21 04:03:27.321","GET","/company/practicum/list","15","200 OK"
"2023-04-21 04:03:29.373","GET","/company/practicum/show","19","200 OK"
"2023-04-21 04:03:30.974","GET","/company/practicum-session/list","10","200 OK"
"2023-04-21 04:03:36.752","GET","/company/practicum/list","14","200 OK"
"2023-04-21 04:03:38.124","GET","/company/practicum/show","20","200 OK"
"2023-04-21 04:03:40.149","GET","/company/practicum-session/list","12","200 OK"
"2023-04-21 04:07:02.329","GET","/company/practicum/list","16","200 OK"
"2023-04-21 04:07:05.373","GET","/company/practicum/create","13","200 OK"
"2023-04-21 04:07:13.351","GET","/company/practicum/list","14","200 OK"
"2023-04-21 04:07:15.092","GET","/company/practicum/show","19","200 OK"
"2023-04-21 04:07:16.781","GET","/company/practicum-session/list","9","200 OK"
"2023-04-21 04:07:20.281","GET","/company/practicum-session/create","10","200 OK"
