timestamp,method,feature,time,status
"2023-04-08 21:29:58.09","GET","/company/practicum/list","172","200 OK"
"2023-04-08 21:30:16.598","GET","/company/practicum/show","60","200 OK"
"2023-04-08 21:30:42.108","POST","/company/practicum/update","173","500 INTERNAL_SERVER_ERROR"
"2023-04-08 21:30:53.209","GET","/company/practicum/list","29","200 OK"
"2023-04-08 21:30:55.052","GET","/company/practicum/show","32","200 OK"
"2023-04-08 21:30:59.019","POST","/company/practicum/update","35","500 INTERNAL_SERVER_ERROR"
"2023-04-08 21:31:01.989","GET","/company/practicum/list","20","200 OK"
"2023-04-08 21:31:07.304","GET","/company/practicum/show","40","200 OK"
"2023-04-08 21:31:09.466","POST","/company/practicum/delete","80","200 OK"
"2023-04-08 21:31:10.035","GET","/company/practicum/list","19","200 OK"
"2023-04-08 21:31:11.999","GET","/company/practicum/show","22","200 OK"
"2023-04-08 21:31:13.742","POST","/company/practicum/publish","26","200 OK"
"2023-04-08 21:31:14.167","GET","/company/practicum/list","24","200 OK"
"2023-04-08 21:31:17.522","GET","/company/practicum/show","22","200 OK"
"2023-04-08 21:31:22.815","GET","/company/practicum/list","15","200 OK"
"2023-04-08 21:31:24.563","GET","/company/practicum/create","19","200 OK"
"2023-04-08 21:31:43.558","POST","/company/practicum/create","77","500 INTERNAL_SERVER_ERROR"
