timestamp,method,feature,time,status
"2023-04-21 04:12:11.5","GET","/company/practicum/list","153","200 OK"
"2023-04-21 04:12:30.861","GET","/company/practicum/show","57","200 OK"
"2023-04-21 04:12:35.527","GET","/company/practicum-session/list","43","200 OK"
"2023-04-21 04:12:38.2","GET","/company/practicum-session/create","15","200 OK"
"2023-04-21 04:13:04.528","POST","/company/practicum-session/create","162","200 OK"
"2023-04-21 04:13:39.498","POST","/company/practicum-session/create","29","200 OK"
"2023-04-21 04:13:52.695","POST","/company/practicum-session/create","90","200 OK"
"2023-04-21 04:13:53.589","GET","/company/practicum-session/list","31","200 OK"
"2023-04-21 04:14:48.894","GET","/company/practicum-session/create","20","200 OK"
"2023-04-21 04:15:03.606","POST","/company/practicum-session/create","32","200 OK"
"2023-04-21 04:22:06.555","GET","/company/practicum/list","24","200 OK"
"2023-04-21 04:22:09.111","GET","/company/practicum/show","32","200 OK"
"2023-04-21 04:22:12.803","GET","/company/practicum-session/list","17","200 OK"
"2023-04-21 04:22:16.622","GET","/company/practicum-session/show","25","200 OK"
