timestamp,method,feature,time,status
"2023-04-20 19:09:40.81","GET","/company/practicum/list","168","200 OK"
"2023-04-20 19:09:51.73","GET","/company/practicum/create","54","200 OK"
"2023-04-20 19:10:09.675","POST","/company/practicum/create","262","200 OK"
"2023-04-20 19:10:10.681","GET","/company/practicum/list","67","200 OK"
"2023-04-20 19:10:16.989","GET","/company/practicum/show","45","200 OK"
"2023-04-20 19:10:17.145","GET","/company/practicum/show","45","200 OK"
"2023-04-20 19:10:19.691","GET","/company/practicum-session/list","34","200 OK"
"2023-04-20 19:10:21.703","GET","/company/practicum-session/show","28","200 OK"
"2023-04-20 19:10:21.907","GET","/company/practicum-session/show","26","200 OK"
"2023-04-20 19:10:34.522","POST","/company/practicum-session/update","92","200 OK"
"2023-04-20 19:10:35.046","GET","/company/practicum-session/list","22","200 OK"
"2023-04-20 19:10:37.851","GET","/company/practicum-session/list","15","200 OK"
"2023-04-20 19:10:40.267","GET","/company/practicum/show","28","200 OK"
"2023-04-20 19:10:42.965","GET","/company/practicum/list","30","200 OK"
"2023-04-20 19:10:44.751","GET","/company/practicum/show","33","200 OK"
"2023-04-20 19:10:44.921","GET","/company/practicum/show","30","200 OK"
"2023-04-20 19:10:46.659","GET","/company/practicum-session/list","14","200 OK"
"2023-04-20 19:10:55.174","GET","/company/practicum-session/show","19","200 OK"
"2023-04-20 19:10:55.341","GET","/company/practicum-session/show","21","200 OK"
"2023-04-20 19:11:27.091","POST","/company/practicum-session/publish","42","200 OK"
"2023-04-20 19:11:27.61","GET","/company/practicum-session/list","20","200 OK"
"2023-04-20 19:11:29.466","GET","/company/practicum-session/show","19","200 OK"
"2023-04-20 19:11:29.648","GET","/company/practicum-session/show","23","200 OK"
"2023-04-20 19:11:33.92","GET","/company/practicum/list","27","200 OK"
"2023-04-20 19:11:40.828","GET","/company/practicum/show","25","200 OK"
"2023-04-20 19:11:41.031","GET","/company/practicum/show","27","200 OK"
"2023-04-20 19:12:55.945","GET","/company/practicum/show","39","200 OK"
"2023-04-20 19:13:22.949","GET","/company/practicum/show","31","200 OK"
"2023-04-20 19:13:55.823","GET","/company/practicum/show","37","200 OK"
"2023-04-20 19:14:00.022","GET","/company/practicum-session/list","17","200 OK"
"2023-04-20 19:14:03.242","GET","/company/practicum/show","20","200 OK"
"2023-04-20 19:14:05.047","GET","/company/practicum/list","20","200 OK"
"2023-04-20 19:14:06.845","GET","/company/practicum/show","19","200 OK"
"2023-04-20 19:14:07.023","GET","/company/practicum/show","20","200 OK"
"2023-04-20 19:14:37.887","GET","/company/practicum/show","28","200 OK"
"2023-04-20 19:15:05.641","GET","/company/practicum-session/list","15","200 OK"
"2023-04-20 19:15:07.054","GET","/company/practicum/show","26","200 OK"
"2023-04-20 19:15:08.079","GET","/company/practicum/list","23","200 OK"
"2023-04-20 19:15:09.799","GET","/company/practicum/show","17","200 OK"
"2023-04-20 19:15:09.961","GET","/company/practicum/show","20","200 OK"
"2023-04-20 19:15:17.305","POST","/company/practicum/publish","45","200 OK"
"2023-04-20 19:15:17.779","GET","/company/practicum/list","28","200 OK"
"2023-04-20 19:15:19.716","GET","/company/practicum/show","17","200 OK"
"2023-04-20 19:15:19.886","GET","/company/practicum/show","23","200 OK"
"2023-04-20 19:15:24.882","GET","/company/practicum-session/list","11","200 OK"
"2023-04-20 19:15:26.671","GET","/company/practicum-session/show","14","500 INTERNAL_SERVER_ERROR"
"2023-04-20 19:15:26.95","GET","/company/practicum-session/show","17","500 INTERNAL_SERVER_ERROR"
"2023-04-20 19:15:30.085","GET","/company/practicum-session/list","18","200 OK"
"2023-04-20 19:15:33.768","GET","/company/practicum-session/create","9","200 OK"
"2023-04-20 19:15:37.971","GET","/company/practicum-session/list","11","200 OK"
"2023-04-20 19:21:25.059","GET","/company/practicum-session/show","18","500 INTERNAL_SERVER_ERROR"
"2023-04-20 19:21:25.22","GET","/company/practicum-session/show","15","500 INTERNAL_SERVER_ERROR"
